,ques_en,ans_en,ques_ha,ans_ha,label,image_id_2
4885,Who is wearing red?,Girl with long hair.,Wake sanye da jar riga?,Yarinya mai dogon gashi.,2634,2411204
4886,Where is the fence?,Behind the trees.,Ina dangar?,Bayan bishiyu.,690,2410132
4887,What color is the grass?,Green.,Mene launin ciyawar?,Koriya.,1541,2406154
4888,Where is cat food?,In two bowls.,Ina abinci mage?,A kwanika biyu.,319,2408925
4889,What is the man doing?,Skateboarding.,Me mutumin ke yi?,Wasan sikebod.,2535,2408084
4890,What is in the front window of the bus?,Sign.,Mene ne a gaban tagar motar bas din?,Alama ce.,548,2392157
4891,Where is the teapot positioned?,Back right burner.,Ina tukunyar shayin take?,Akan murhun baya na dama.,515,2374875
4892,What color is the cellphone?,Black.,Mene launin jikin wayar salula?,Baƙa.,717,2343628
4893,Where are the Dali banners displayed?,On the side of the building.,A ina aka sanya tutocin Dali?,Daga gefen ginin.,884,2353308
4894,What kind of animal is in the picture?,A dog.,Wanne irin dabba ce a hoton?,Kere.,1494,2346613
4895,Where is the round white decoration?,On the clock tower.,Ina farin zagayayye abin adon?,Kan hasumiya agogo.,1422,2391897
4896,What appliance is this?,Stove an oven.,Wanne kayan amfani ne wannan?,Abun girki da abun gashi.,436,2374875
4897,What color is the building?,White.,Mene launin gini?,Fari.,1039,2318313
4898,What is on the woman's hip?,A purse.,Mene a kugun matar?,Ƙaramar jaka.,2732,2415614
4899,What colors are the cows?,Brown and white.,Mene launin jikin shanu?,Fari da ruwan ƙasa.,1032,2338734
4900,When is this taken?,Daytime.,Yaushe aka ɗauki wannan?,Da rana.,860,2386251
4901,When is this taken?,Daytime.,Yaushe aka ɗauki wannan?,Da rana.,860,2326516
4902,What type of animals are pictured?,Elephants.,Wanne irin dabbobi aka ɗauka hoton?,Giwaye.,1190,2326516
4903,When was this photo taken?,Daytime.,A yaushe aka ɗauki wannan hoton د?,Da rana.,860,2321264
4904,What kind of picture is on the right?,Black and white.,Wanne irin hoton ne a dama?,Baƙi da fari.,723,2365326
4905,What are the small red balls?,Cherry tomatoes.,Mene ne ƙananu kuma jajayen kwallo?,Tumatur.,2483,2376147
4906,What is the main color of the letter C?,White.,Mene ainihin launin harafun C?,Fari.,1039,2401318
4907,What color is the bike's tire?,Black.,Mene launin tayar babur din?,Baƙi.,729,2378419
4908,When was picture taken?,Daytime.,Yaushe aka ɗauki hoton?,Da rana.,860,2332102
4909,What time does the clock say?,14:35:00,Ƙarfe nawa agogon yace?,14:35:00,18,2352633
4910,What is hanging in front of the bike?,A black bag.,Mene rataye a gaban babur din?,Baƙar jaka.,718,2375565
4911,What two colors are on the flag painted on the train?,Red and blue.,Waɗanne launika ne guda biyu a jikin tutar da akayi fentin ta jikin jirgin ƙasan.?,Ja da shuɗi.,1315,2384078
4912,Where is the fork?,Right of the plate.,Ina cokalin yatsu yake?,Dama da farantin.,903,2356158
4913,Who is sitting in a chair?,An athlete.,Waye ke zaune a kujera?,Dan wasa.,917,2368690
4914,What color is the side of the train?,Red.,Mene launin gefen jirgin ƙasan?,Ja.,1321,2381594
4915,What is the main color of the leaves?,Green.,Mene ainihin launin ganyayyakin?,Koraye.,1519,2404093
4916,What are the foods on?,Board.,Me abincin yake kai?,Kan abun katako.,1405,2349854
4917,When was this picture taken?,In the daytime.,Yaushe aka ɗauki wannan hoton m?,Da rana.,860,2326386
4918,Where is person with white shirt?,On right.,Ina mutumin dake sanye da farar riga?,Gefen dama.,1153,2415472
4919,What color is the street?,Gray.,Mene launin titin?,Ruwan toka.,2087,2398174
4920,How many planes do you see?,One.,Jirgin sama nawa aka gani?,Ɗaya.,2716,2403452
4921,When is the picture taken?,Daytime.,Yaushe aka ɗauki hoton?,Da rana.,860,2376147
4922,What is painted green?,The bus.,Mene mai fenti kore?,Bas ce.,676,2412490
4923,What are the sheep eating?,Grass.,Me tumaki ke ci?,Ciyawa.,820,2339629
4924,What animals are in the picture?,Elephants.,Wanne dabbobi ne a hoton?,Giwaye.,1190,2393344
4925,What is orange on the bike?,The turn signals.,Mene mai launin ruwan goro a babur din?,Alamar juyawa.,553,2375565
4926,What is present?,A train.,Mene a nan?,Jirgin ƙasa.,1376,2394870
4927,Where is this picture taken?,A street.,A ina aka ɗauki wannan hoton?,A titi.,362,2387890
4928,How many of the people are women?,4,Mata nawa a cikin mutanen?,4,28,2363837
4929,When was this photo taken?,During the day.,Yaushe aka ɗauki wannan hoton?,Da rana.,860,2379989
4930,Where are the boy's hands?,On his knees.,A ina hannayen yaron suke?,Akan gwiwar sa.,496,2364025
4931,Where are the cows?,In a field.,Ina shanu?,A fili.,153,2338734
4932,Who is in the picture?,No one.,Waye a hoton?,Ba kowa.,607,2338734
4933,How many cows can be seen?,4,Shanu nawa ake iya gani?,4,28,2338734
4934,What color are the majority of the boats?,White.,Wanne launin mafi yawan jirgin ruwa suke dashi?,Fari.,1039,2334735
4935,What are the boats floating in?,Water.,Jirgin ruwan suna yawo a Ina?,Ruwa.,2057,2398038
4936,Where are the sheep?,In the front field.,Ina tunkiyoyi suke?,A gaban fili.,173,2403260
4937,What is the color of the wall?,White.,Mene launin bangon?,Fari.,1039,2410331
4938,When was the photo taken?,Day time.,Yaushe aka ɗauki hoton?,Da rana.,860,2350144
4939,What is near the umbrella?,Trees.,Mene kusa da lema?,Bishiyu.,758,2393406
4940,Who is eating?,The people.,Wake cin abinci?,Mutane.,1886,2376147
4941,How many blue and white players are shown?,Two.,Yan wasa masu shuɗi da fari nawa aka nuna?,Biyu.,761,2323919
4942,Who is in the photo?,Nobody.,Waye a hoton?,Ba kowa.,607,2378419
4943,What's the color of the table?,Brown.,Mene launin tebur din?,Ruwan ƙasa.,2105,2411258
4944,What animals are in the picture?,Lambs.,Wacce dabbobi ne a hoton?,Tumaki.,2481,2338152
4945,Who are riding on the buses?,People.,Suwaye suka hau motoci bas?,Mutane.,1886,2412490
4946,Where is the cat lying?,In the sunlight.,Ina magen ke kwance ?,A cikin rana.,131,2385611
4947,Who is behind the table?,Women.,Waye a bayan tebur din?,Mata ne.,1808,2356292
4948,How is the weather?,Sunny.,Ya yanayi garin ?,Rana.,2011,2341544
4949,What color is the paper?,White.,Mene launin jikin takardar?,Fari.,1039,2383236
4950,How many motorcycles are there?,One.,Babur nawa ne a nan?,Ɗaya.,2716,2406459
4951,What is lighting up the scene?,The sun.,Me ya haskaka yanayi?,Rana.,2011,2370761
4952,Why is the man wearing glasses?,To see clearly.,Meyasa mutumin ya saka madubi idanu?,Ya gani sosai.,2570,2354294
4953,Where is the window?,On the building.,A ina tagar take.?,A jikin gini.,237,2359857
4954,How many dogs are in the picture?,One.,Karnika nawa ne a hoton?,Ɗaya.,2716,2346613
4955,Where are the trees?,On the edge of the water.,Ina bishiyun suke?,A gaɓar ruwa.,190,2372504
4956,What color are the boys shorts?,Blue.,Mene launin wandon yaron?,Shuɗi.,2230,2332663
4957,When was the photo taken?,Daytime.,Yaushe aka ɗauki hoton?,Da rana.,860,2398174
4958,What is seen in the distance?,Mountains.,Me ake gani a can nisa?,Tsauni.,2440,2398038
4959,What color is the sky?,Blue.,Mene launin sararin samaniya?,Shuɗi.,2230,2319425
4960,Where is the fence?,To the left of the sheep.,Ina dangar?,Daga damar tumaki.,883,2339629
4961,What is all over the tire?,Mud.,Mene a jikin taya?,Taɓo.,2403,2375565
4962,How many train windows are pictured?,Five.,Tagogin jirgin ƙasa nawa ne a hoton?,Biyar.,759,2384078
4963,What color is the cat?,Grey.,Mene launin jikin magen?,Ruwan toka.,2087,2383236
4964,When was this photo taken?,Daytime.,Da yaushe aka ɗauki wannan hoton?,Da rana.,860,2331263
4965,Why is she smiling?,For the pic.,Meyasa take murmushi?,Saboda hoton.,2125,2374316
4966,What color is the girl's shirt?,Blue.,Mene launin rigar yarinyar?,Shuɗi.,2230,2379989
4967,When was this photo taken?,Daytime.,Yaushe aka ɗauki wannan hoton?,Da rana.,860,2345970
4968,Who is in the sky?,A bird.,Waye a sararin samaniya?,Tsuntsu.,2464,2345970
4969,What color is the arrow sign?,Blue.,Mene launin alamar kibiyar?,Shuɗi.,2230,2317662
4970,When is the picture taken?,Daytime.,Da yaushe aka ɗauki hoton?,Da rana.,860,2338734
4971,What color is the ground?,White.,Mene launin ƙasan?,Fari.,1039,2327770
4972,What color is the bicycle?,Green.,Mene launin jikin keken?,Kore.,1530,2386251
4973,What type of computer is this?,A laptop.,Wanne irin na'ura komfuta ce wannan?,Komfuta tafi da gidan ka.,1518,2374744
4974,Where are the trees?,Background.,Ina bishiyun?,A kasan bayan hoton.,309,2403260
4975,Where is the man?,The street.,Ina mutumin?,A titi.,362,2350144
4976,How many cats are in the picture?,One.,Maguna nawa ne a hoton?,Ɗaya.,2716,2345063
4977,What's the color of the plate?,White.,Mene launin farantin?,Fari.,1039,2411258
4978,What color are the trees?,Green.,Mene launin bishiyun?,Koraye.,1519,2401569
4979,How many animals are in the picture?,Two.,Dabbobi nawa ne a hoton?,Biyu.,761,2338152
4980,What color is the line next to the green bus?,White.,Mene ne launi layin dake kusa da Koriya bas.?,Fari.,1039,2412490
4981,What direction is the cat looking?,To the left.,Wanne ɓangaren magen ke kalla?,Hagu.,1215,2385611
4982,Where is the pillow?,Under cat's head.,Ina matashin kai yake?,Kasan kan mage.,1467,2363939
4983,What are the people doing?,Walking.,Me mutane suke yi?,Tafiya.,2328,2341544
4984,Who is in the picture?,A woman.,Waye a hoton?,Mace ce.,1718,2394870
4985,How many people can be seen in this picture?,Two.,Mutane nawa ake iya gani a wannanh oton?,Biyu.,761,2377909
4986,What time of day is it?,Day time.,Wanne lokaci wannan?,Da rana.,860,2346276
4987,What is on the feet of the baby?,Socks.,Mene ne a ƙafar jaririn?,Safa.,2145,2374316
4988,What is white on the grass?,Flowers.,Mene fari a kan ciyawar?,Furanni.,1105,2364025
4989,What color is the sky?,Blue.,Mene launin sararin samaniya?,Shuɗi.,2230,2318339
4990,What is on the ground?,Cement.,Mene a ƙasa?,Siminti.,2245,2350144
4991,Why is the man in the street?,Catching the bus.,Meyasa mutumin ke kan titi?,Shiga motar bas.,2202,2350144
4992,Where is a window?,On the plane.,Ina tagar take?,A jikin jirgin sama.,241,2401318
4993,Who has blue eyes?,The child.,Waye ke da shuɗi ido?,Yaron.,2642,2372168
4994,What kind of room is this?,Bedroom.,Wanne irin  daki ne wannan?,Dakin bacci.,901,2341119
4995,Where are the trees?,On the left.,Ina bishiyun?,Suna gefen hagu.,2275,2401569
4996,How many motorcycles are there?,Two.,Babur nawa ne a nan?,Biyu.,761,2319425
4997,What is in the cup?,A drink.,Mene a moɗar?,Abin sha.,424,2362135
4998,Where are the cut vegetables sitting?,On top of a knife.,Ina yankakkun kayan lambu suke?,Kan saman wuƙa.,1433,2364752
4999,When was this picture taken?,During the day.,Yaushe aka ɗauki wannan hoton?,Da rana.,860,2339629
5000,Where are the birds?,Grass field.,Ina tsuntsaye?,Kan ciyawa.,1411,2392672
5001,How many train tracks are there?,Two.,Hanyar jirgin ƙasa nawa ne a nan?,Biyu.,761,2381594
5002,What color is the water?,Blue.,Mene launin ruwan?,Shuɗi.,2230,2326386
5003,Where are the white flowers?,In the grass.,Ina fari furanni?,A cikin ciyawa.,101,2364025
5004,What color are the bedsheets?,White.,Mene launin zanin gadon?,Fari.,1039,2330319
5005,Who is visible in this picture?,The bus driver.,Wa ake gani a cikin hoton?,Me tukin bas.,1851,2376291
5006,What can be seen in the distance?,Mountains.,Me ake gani a nesa?,Duwatsu.,997,2398038
5007,Where is the spire on the church?,Top of the tower.,Ina spire yake a coci?,Saman tower.,2163,2367932
5008,When was picture taken?,Daytime.,Yaushe aka ɗauki hoton?,Da rana.,860,2403452
5009,What color is the table the gray laptop is on?,Silver.,Menene launin teburin da kwanftar tafi da gidan ka ruwan kasa take kai?,Silver.,2244,2336048
5010,What color is the ramp?,Brown.,Menene launin ramp?,Ruwan ƙasa.,2105,2410331
5011,What is in the grass?,Elephants.,Menene a cikin ciyawa?,Giwaye.,1190,2371319
5012,What way are the elephants facing?,Left.,Wani ɓangare giwayen suke kallo?,Hagu.,1215,2371319
5013,What is the white clumps?,Cheese.,Menene fari curarre?,Cikwi.,809,2376147
5014,What color is the dirt?,Brown.,Menene launin ƙasar?,Ruwan ƙasa.,2105,2323919
5015,What color is the towel on the balcony?,Pink.,Menene launin tawul din da ke balcony?,Pink.,1981,2341119
5016,When will the car near the crosswalk be gone?,After it moves past the crosswalk.,Yaushe motar da ke kusa wurin tafiya zata tafi?,Bayan ta wuce wurin tafiyar.,707,2401317
5017,What is painted green?,The bench.,Meye fenti kure?,Benci.,737,2366107
5018,What color is the sky in the photo?,Blue.,Meye launin sararin samaniya a hoton?,Shuɗi.,2230,2384078
5019,What is the horse doing?,Grazing.,Me dokin yakeyi?,Kiwo.,1506,2380626
5020,What is the white animal?,Bird.,Meye farin dabbar?,Tsuntsuwa.,2465,2380626
5021,How many headlights does the train have?,Two.,Fitila nawa ce a jirgin kasan?,Biyu.,761,2381594
5022,Where Are the man's glasses?,On his face.,Ina gilashin mutumin?,Akan fuskar shi.,491,2354294
5023,What is the man doing?,Surfing.,Me mutumin keyi?,Hawa igiyar ruwa .,1245,2346276
5024,What color is the water?,Green.,Me launi ruwan?,Kore.,1530,2346276
5025,How many people do you see?,Two.,Mutane nawa ka gani?,Biyu.,761,2379989
5026,Where is the picture taken?,The beach.,A ina aka dauki hoton?,A bakin ruwa.,57,2346613
5027,How many women are on the bed?,Two.,Mutane nawa ne akan gadon?,Biyu.,761,2330319
5028,How many birds are shown in the photo?,One.,Tsuntsu nawa ne ya nuna a hoton?,Ɗaya.,2716,2334735
5029,Where was this picture taken?,In the refrigerator.,A ina ka dauki hoton?,A cikin firing.,109,2339362
5030,What age is the boy?,14,Meye shekarun yaron?,14,17,2410331
5031,How many airplanes are there?,One.,Jirgi nawa ne a gurin?,Ɗaya.,2716,2401318
5032,What is the boy doing?,Playing with a cellphone.,Me yaron ya keyi?,Wasa da wayar hannu.,2525,2372168
5033,Why is the picture clear?,Its daytime.,Meyasa hoton yay tar?,Da rana ne.,859,2378419
5034,How many horses are in the picture?,One.,Doki nawane a hoton?,Ɗaya.,2716,2380626
5035,What game is being played?,Baseball.,Wani wasa akeyi?,Kwallon kwando.,1610,2368690
5036,What is the wall's color?,White.,Meye launin bangwan?,Fari.,1039,2393936
5037,Where is the grass?,On the ground.,Ina ciyawar take?,A ƙasa.,400,2387890
5038,Where is the concrete?,In the road.,Ina kankare?,A titi.,362,2387890
5039,Who is in the water?,People.,Waye acikin ruwan?,Mutane.,1886,2363837
5040,What are they watching?,TV.,Me suke kallo?,Talabijin.,2347,2415472
5041,Where is the ball?,In the air.,Ina kwallon?,A iska.,228,2368442
5042,What color is the ground?,Green.,Mene launin ƙasan?,Kore.,1530,2318313
5043,How many people are on the beach?,Two.,Mutane nawane a bakin ruwan?,Biyu.,761,2346613
5044,How many clocks?,1,Agogo nawane?,1,8,2391897
5045,What color is the man's sandals?,Brown.,Meye launin sandal din mutumin?,Ruwan ƙasa.,2105,2332663
5046,How many people are in the photo?,One.,Mutane nawa ne a hoton?,Ɗaya.,2716,2410331
5047,What is the boy holding?,A balloon.,Me yaron yake riƙe dashi?,Balo.,655,2365326
5048,What is the bright light?,Sun.,Meye me hasken?,Rana.,2011,2376147
5049,What is the hand holding?,Phone.,Me yake riƙe dashi a hannu?,Waya.,2547,2372168
5050,What color is the sky?,Blue.,Me launin sararin samaniya?,Shuɗi.,2230,2316371
5051,What is green in the image?,The tree.,Meye kore a hoton?,Bishiya.,752,2401569
5052,What color is the sky?,Blue.,Mene launin sararin samaniya?,Shuɗi.,2230,2341544
5053,Who is next to the birds?,No one.,Waye a kusa da tsuntsayen?,Ba kowa.,607,2392672
5054,What color is the jacket?,Blue.,Meye launin rigar?,Shuɗi.,2230,2387890
5055,What is green things placed on pizza?,Leaves.,Meye koren abun da yake kan fizza ɗin?,Ganye.,1138,2377909
5056,Who is surfing?,A man.,Wa yake hawa kan igiyar ruwa?,Mutumin.,1923,2346276
5057,Where are the animals looking?,At the camera.,Ina dabbobin suke kalla?,Kamara.,1401,2331263
5058,What color is the table mat?,Red.,Meye launin tabarmar kan tebur?,Ja.,1321,2384725
5059,Where is the building?,Behind the trees.,Ina ginin yake?,Bayan bishiyar.,688,2318313
5060,What shape is the clock?,Round.,Meye siffar agogon?,Zagayayye.,2661,2391897
5061,Where are the buildings?,Behind the trees.,Ina gina ginan suke?,Bayan bishiyin.,689,2391897
5062,How many people are on the bicycle?,Two.,Mutane nawa ne a kan keke?,Biyu.,761,2386251
5063,What is the desk made out of?,Wood.,Dame akayi tebur din?,Katako.,1475,2374744
5064,Where are the lights?,On the ceiling.,Ina fitular suke?,Suna saman silin.,2285,2360695
5065,What is the fence on the right made of?,Metal.,Dame akayi dangar dame gefen damar?,Karfe.,1460,2401317
5066,Where are the bananas?,Right of oranges.,Ina ayabar?,Kusa da lemon zaki.,1579,2356292
5067,When was this taken?,During the day.,Yaushe aka ɗauki wannan?,Da rana.,860,2356292
5068,Where was this photo taken?,In a field.,A ina aka ɗauki wannan hoton?,A fili.,153,2339629
5069,What is in the photo?,Elephants.,Mene ne a hoton?,Giwaye.,1190,2393344
5070,Where is the motorcycle parked?,On the street.,A ina aka ajjiye babur din?,A kan titi.,300,2375565
5071,What are they drinking?,Coca-Cola.,Me suke sha?,Coca-cola.,824,2356158
5072,When was this?,Daytime.,Yaushe hakan?,Da rana.,860,2394870
5073,What is white?,A plane.,Mene ne fari?,Jirgin sama.,1374,2403452
5074,What color are the bed sheets?,White.,Mene launin zanin gadon?,Fari.,1039,2341119
5075,How many people are in this photo?,None.,Mutane nawa ne a wannan hoton?,Babu.,640,2319358
5076,What color are the flowers in the window?,Yellow.,Mene launin furanni dake taga?,Rawaya.,2025,2319358
5077,Where is the cat sleeping?,In a chair.,Ina magen ke barci?,Kan kujera.,1426,2363939
5078,What is the cat sitting on?,A paper.,Akan me magen ke zaune?,Takarda.,2340,2383236
5079,What Color is the man's shirt?,White.,Mene launin rigar mutumin?,Fari.,1039,2354294
5080,What color is the water?,Blue.,Mene launin ruwan?,Shuɗi.,2230,2345970
5081,What are pictured in this photo?,Sheep.,Hoton mene wannan?,Tumaki.,2481,2331263
