,ques_en,ans_en,ques_ha,ans_ha,label,image_id_2
4714,What is the focus of this photo?,Flying kite at beach.,Me hoton nan yafi mayar da hankali a kai?,Jirgin leda mai tashi a gaɓar ruwa.,1368,2406365
4715,When was this?,Daytime.,Yaushe hakan?,Da rana.,860,2394870
4716,What are the people doing?,Walking.,Me mutanen sukeyi?,Tafiya.,2328,2358539
4717,What is the color of the roof?,Green.,Mene ne launi na rufin?,Kore.,1530,2418301
4718,What color constitute the kite?,"Yellow, red , blue.",Wane launi ne cite?,"Rawaya, ja da shuɗi.",2024,2415091
4719,What form of medallion are on the cake?,None.,Wani nau'i na medallion suna kan cake ɗin?,Babu.,640,2419476
4720,When was the photo taken?,During the day.,Yaushe ne aka dauki hoto?,A cikin yini.,139,2324817
4721,When was this?,Daytime.,Yaushe wannan?,Da rana.,860,2320760
4722,Why does the building have windows?,For air.,Meyasa ginin yake da tagogu?,Saboda iska.,2126,2363446
4723,World_Health_Organization is IN the water?,People.,Hukumar Lafiya ta Duniya tana cikin ruwa?,Mutane.,1886,2363837
4724,What color is the headboard?,Brown.,Wane launi ne ainihin kanƙo?,Ruwan ƙasa-ƙasa.,2104,2419108
4725,Who is in the picture?,A polar bear.,Wanene acikin hoto?,Dabbar beya.,874,2373240
4726,Where is the fence?,Front of truck.,Ina katangar take?,Gaban babbar motar.,1122,2372238
4727,What is holding the candles on the table?,Candelabras.,Me ke riƙe kyandirori akan tebur?,Abin ajiye kyandir.,420,2355898
4728,What time of the day is it?,Afternoon.,Wana yanayi ne?,La'asar.,1636,2362132
4729,Where is the table?,Under the cutting board.,Ina tebur ɗin?,A ƙasan katakon yanke-yanke.,404,2359548
4730,What is on the woman's feet?,Slippers.,Me ke kan ƙafafun mace?,Silifas.,2243,2401587
4731,What is shadow of?,Kite.,Inuwar menene?,Jirgin lade.,1367,2365296
4732,What equal the boy seance next to?,Toilet.,Menene daidai da bean wasa kusa da?,Mazaunin ban ɗaki.,1838,2418442
4733,What is the weather like?,Fair.,Kamar ya yanayin yake?,Daidai.,897,2379652
4734,What color is the fork?,Silver.,Wani launi ne cokali mai yatsun?,Azurfa.,603,2324174
4735,What color are the bench legs?,Black.,Mene launin kafafen benci?,Baƙi.,729,2381497
4736,What day of the week is it?,Tuesday.,Wace ranar mako ce?,Talata.,2348,2359015
4737,What is eating the oranges?,Butterflies.,Menene ke cin lemu?,Malam buɗa mana littafi.,1786,2351203
4738,What is on table?,Placement.,Menene kan tebur?,Abun ɗora kwano.,449,2418398
4739,How many buses are in the image?,3,Nawa ne adadin bas a hoton?,3,25,2343455
4740,What is the person doing?,Skateboarding.,Me mutumin yakeyi?,Wasan sikebod.,2535,2339938
4741,When volition the passenger get polish_off of the horse?,When the race is over.,A lokacin da aikin fasinja ya sami goge-goge na doki?,Lokacin da tseren ya ƙare.,1698,2400445
4742,What be the plate on?,Tablecloth.,Me ya zama farantin?,Tufafin tebur.,2472,2359779
4743,How many drapery are there?,Two.,Sau nawa ne?,Biyu.,761,2346762
4744,How many stripes are between the eye and nose?,Four.,Nawane adadin ratsi a tsakanin idon da hanci?,Huɗu.,1280,2392896
4745,Where is the Green bowl?,Hanging underneath the cabinets.,Ina kwano na kore?,Rataye ta kasan kabad.,2016,2409141
4746,How is the day?,Sunny.,Ya yanayi ranar?,Rana ta fito sosai.,2010,2366688
4747,What's supra the group of people?,White tent.,Menene Supra ƙungiyar mutane?,Farin alfarwa.,1042,2372306
4748,When is the image taken?,While cutting.,Yaushe ne hoton da aka ɗauki hoto?,Lokacin da ake yankawa.,1691,2364087
4749,How many laptops are there?,5,Kwamfutar tafi da gidanka guda nawa ce a nan?,5,31,2396897
4750,Where comprise the white mold?,On bread.,A ina aka hada da farin farin?,A jikin biredi.,234,2418562
4751,What gloss exist the cat on the undersurface shelf?,Orange and white.,Abin da ke canɗar cat a kan shiryayye da shiryayye?,Ruwan lemo da fari.,2073,2339745
4752,What exist the paddle under the pizza made with?,Wood.,Me ke faruwa a karkashin pizza da aka yi da?,Katako.,1475,2346120
4753,Where are the poles mounted?,Brick wall.,Ina wando suke hawa?,Bangon bulo.,664,2418589
4754,Who is flying the kite?,Person standing.,Wa yake tada jirgin ledar?,Mutumin dake tsaye.,1919,2405601
4755,What is the carmine strip on?,Pants.,Menene tsirin carmine?,Wando.,2514,2419074
4756,What comprise this religious administration where you can pray?,Church.,Abin da ya shafi wannan aikin addini inda zaku iya yin addu'a?,Coci.,825,2418875
4757,How many people are there?,One.,Mutane nawa ne a nan?,Ɗaya.,2716,2398225
4758,What is the man cutting?,The box.,Me ake yankan?,Akwati.,544,2370787
4759,Who is in the picture?,A man.,Waye a hoton?,Namiji.,1949,2327233
4760,Who is there?,People.,Wanene a wurin?,Mutane.,1886,2350092
4761,What are the bed frames made out of?,Dark wood.,Dame akayi firam din gadon?,Katako me duhu.,1474,2410839
4762,What is the picture of?,Sheep.,Hoton menene wannan?,Rago.,1998,2321131
4763,What is the plane doing?,No plane.,Me jirgin saman yake yi?,Babu jirgin sama.,631,2401949
4764,What are the cars doing?,Stopped.,Me motocin sukeyi?,A  tsaye suke?.,45,2378012
4765,Why follow the train standing on the tracks?,To be repaired.,Me yasa ake bin jirgin kasa tsaye a kan waƙoƙin?,Saboda a gyara shi.,2117,2388001
4766,Why are the men on the horse?,The men are riding them.,Me yasa maza ke kan doki?,Mazan suna hawan sune.,1836,2394020
4767,How many people are in the scene?,1,Mutane nawa ne suke cikin fage?,1,8,2419023
4768,What creature is in the upper left of the photograph in the background?,A rhinoceros.,Wace halitta ce a cikin hagu na hoto a bango?,Karkanda.,1462,2418802
4769,What is the man's head on?,A blanket.,A kan me kan mutumin yake?,Bargo.,674,2415381
4770,What make_up the giraffe standing on?,Dirt.,Me ke sanya hannu da karfi?,Datti.,931,2375491
4771,How many window inwards the upper_side row?,Three.,Taya daga cikin taga na sama-sama?,Uku.,2495,2324239
4772,Where is the boy standing?,In the red dirt.,A ina yaron yake tsaye?,Cikin jar ƙasa me datti.,799,2389491
4773,Who is wearing a pink sweater?,The girl to the left of the man.,Wa yake sanye da rigar sanyi mai launin ruwan Hoda?,Yarinyar dake bangaran hannun hagun mutumin.,2636,2389566
4774,What is surrounding it?,Trees.,Me ke kewaye da shi?,Bishiyoyi.,756,2378433
4775,What large plastic item that you sit in is visible on the deck?,Chair.,Wani katon abu ne wanda ake zama akai ake iya gani a cikin jirgin ruwa din?,Kujera.,1548,2404495
4776,What is the main color of the trees?,Green.,Mene ne babban launi na bishiyoyi?,Kore.,1530,2402526
4777,What is the hue of the container?,Black.,Menene launin kwanon?,Baƙi.,729,2368087
4778,Who comprise starbucks mascot?,Mermaid.,Wanene ya sanya mascack mascot din?,Mermaid.,1853,2330621
4779,What be along the woman's lips?,Lipstick.,Menene tare da lebe na mace?,Jan baki.,1338,2319759
4780,What is the bright light?,Sun.,Meye me hasken?,Rana.,2011,2376147
4781,What is empty along the tree?,Peel of banana.,Menene babu fanko a jikin itacen?,Bawon ayaba.,682,2375873
4782,What is sprinkled on top of the pizza?,Mozzarella cheese.,Abin da aka yayyafa a saman pizza?,Cikwin mozerella.,810,2408059
4783,Where are the boys?,On tennis court.,A ina yaran suke?,A filin wasan kwallan tanis.,162,2321587
4784,What room is this in?,Bathroom.,A wanne dakin wannan yake?,Bandaki.,661,2373825
4785,wherefore is the man in the street?,Catching the bus.,Me yasa mutum yake a titi?,Shiga motar bas.,2202,2350144
4786,Where was this picture taken?,A street side.,A ina aka ɗauki wannan hoton?,A gefen titi.,198,2379868
4787,Where is this picture taken?,In a city.,A ina aka ɗauki hoton nan?,A cikin gari.,111,2401789
4788,Where is the electric pole?,Behind the firemen.,Ina katako?,Bayan masu kashe gobara.,697,2411404
4789,Who is present?,Nobody.,Waye yazo?,Bakowa.,653,2385428
4790,What is the man doing?,Riding a motorcycle.,Me mutumin ke yi?,Tuƙa babur.,2490,2411997
4791,Who are behind a telegraph fence?,Cows.,Wanene ke bayan shinge na Telegraph?,Shanu.,2198,2418880
4792,What comprise on the plate?,Fruit.,Abin da ya ƙunshi a kan farantin?,Kayan marmari.,1484,2419382
4793,Where is the photo taken?,Kitchen.,A ina aka dauki hoton?,Ɗakin girki.,2693,2367528
4794,What follow the missy doing?,Playing a game.,Me ke bin Missy yayi?,Yin wasa.,2656,2418529
4795,What color are the flowers?,Yellow.,Wani launi ne furanni?,Launin ɗorawa.,1664,2343297
4796,What room is this?,Bathroom.,Wane daki ne wannan?,Ban daki.,658,2409161
4797,Where are the people at?,Horse race.,A ina mutanen suke?,Tseren doki.,2456,2348926
4798,What retain the tire on the bike?,The rim.,Me ya riƙe taya a kan keke?,Ƙarfen tayan.,2746,2370863
4799,How many benches are there?,One.,Nawa ne adadin kujeru a gurin?,Ɗaya.,2716,2394080
4800,What does the person have on the head?,A hat.,Me mutumin ke sanye dashi a kansa?,Hula.,1273,2370299
4801,What personify this bench made of?,Wood and metal.,Me ya sa wannan benci da aka yi?,Da katako da karfe.,852,2365424
4802,What is the sidewalk made of?,Cement.,Mecece gefen?,Siminti.,2245,2419276
4803,What is behind the man?,A stone wall.,Menene a bayan mutumin?,Bangon dutse.,665,2365888
4804,What is the small zebra doing?,It's standing.,Menene ƙananan zebra ke yi?,Yana tsaye.,2612,2401272
4805,What is curving around?,Line of windows.,Menene ya lankwasa?,Layin tagogi.,1673,2409599
4806,How many players?,1,'Yan wasa nawa?,1,8,2418125
4807,What color leaves are on the trees closeby?,Green.,Wanne launin ganye ne kan bishiyoyi dake kusa?,Kore.,1530,2412688
4808,What vegetable is this?,Spinach.,Wane kayan lambu ne wannan?,Alayyahu.,559,2418478
4809,What are the fluffy things Hoosier_State the sky?,Clouds.,Menene mruffy abubuwa hoosier_state sama?,Gajimare.,1131,2419350
4810,What color is the space shuttle?,White with black trim.,Menene launin shuttle ɗin saman?,Fari da ratsin baƙi.,1030,2384817
4811,Where is this picture taken?,The bush.,A ina ne aka ɗauki wannan hoton?,A jeji.,230,2358019
4812,Where cat laying?,On ground.,A ina magen ke kwance?,A ƙasa.,400,2384565
4813,What are the the_great_unwashed looking at?,The game.,Menene_Grereas_unwashed kallo?,Wasan.,2538,2342392
4814,Where is group_A man in grey?,Behind woman in white.,Ina group_a a cikin launin toka?,A bayan matar dake sanye da fari.,76,2373130
4815,Who is nates the camera?,Cat's caregiver.,Wanene Nates kyamarar?,Mai kula da mage.,1765,2406806
4816,What are in the woman's hands?,Ski poles.,Me ke cikin hannayen mace?,Siki pol.,2242,2363303
4817,How many sheep ears are shown?,4,Nawa aka nuna kunnuwa?,4,28,2405669
4818,What is the statue of?,A key.,Menene mutum-mutumi?,Makulli.,1784,2371631
4819,What is the animals doing?,Bending.,Me dabbobi suke yi?,Sunkuyawa.,2296,2418015
4820,What is the sunlight shining through?,Window.,Ta cikin ina hasken ranar yake haskowa?,Taga.,2331,2368617
4821,Where exist the giraffes?,Beside the building.,Ina ke da Giraffes?,Kusa da ginin.,1569,2418381
4822,How many clouds are in the sky?,None.,Gajimare nawane a sararin sama?,Babu ko daya.,633,2405597
4823,What is the truck parked next to?,A sidewalk.,Kusa dame aka ajje babbar motar?,A gefen titi.,198,2364890
4824,What does one find_out in the glass?,Reflections.,Menene Nemo Nemi,Hotona masu dawo wa.,1270,2374384
4825,What is the table decoration made from?,Leaves.,Daga me akayi adon tebur ɗin?,Ganyayyaki.,1137,2346865
4826,What is the person doing?,Skateboarding.,Me mutumin yakeyi?,Sulun allo me taya.,2261,2391500
4827,What does the airplane in redress scope appear to be doing?,Taking off.,Menene jirgin sama a cikin mawadawar mai kulawa ya bayyana?,Tashi sama.,2387,2418308
4828,What are the toppings along top of?,The crust.,Menene topings a saman?,Burodi.,774,2385577
4829,Where does the wave come from?,The boat.,Daga ina igiyar ruwan tazo?,Jirgin ruwan.,1372,2380175
4830,What color are the pants next to the cat?,Blue.,Menene launin wandunan da ke kusa da magen?,Shuɗi.,2230,2383348
4831,What has a ladder?,The dock.,Menene yakeda tsani?,Tashar jirgin ruwan?.,2384,2336834
4832,What is the color of the grass?,Green.,Menene launin ciyawar?,Kore.,1530,2324044
4833,What is the number of holes on the side of the train?,Four holes.,Menene adadin ɓula gefan jirgin?,Ɓula huɗu.,2689,2370908
4834,Where is this picture taken?,On street.,A ina ne aka ɗauki wannan hoton?,A titi.,362,2381488
4835,What is the elephant holding?,Grass.,Me giwar take riƙe dashi?,Ciyawa.,820,2395638
4836,What cost the lamp doing?,On.,Menene farashin fitilar take yi?,Kunne.,1556,2419438
4837,What exist the workbench made of?,Wood.,Me ake samu da aikin?,Katako.,1475,2364595
4838,Where is the cup?,On the table.,Ina Cup?,Kan tebur.,1435,2356419
4839,What colour cost the train?,Red and white.,Wane launi ne kudin jirgin?,Ja da fari.,1310,2346998
4840,What color is the table?,Blue.,Wani launi ne teburin?,Shuɗi.,2230,2331288
4841,What size is the wave?,Large.,Menene girman raƙuman ruwa?,Babba.,613,2403278
4842,What does the sign on the wall say?,Westin Hotels & Resorts.,Me alamar dake jikin bango ta ce?,Westin Hotels & Resorts.,2555,2405411
4843,What live the white stuff in the water?,Seafoam.,Me rayuwa da farin kaya a cikin ruwa?,Kumfar teku.,1555,2390714
4844,Why the donuts are half eaten?,People are full.,Meyasa donuts din akaci rabi?,Mutane sun ƙoshi.,1883,2413549
4845,Why are there poles next to the building?,It's under construction.,Meyasa akwai ƙarafuna a kusa da ginin?,Ana cikin aikin gini.,586,2326635
4846,What number is the bus?,207,Wace lamba ce bas din?,207,22,2398422
4847,Who is wearing black jeans?,The boy.,Waye ya sanya baƙin jeans?,Yaron.,2642,2389352
4848,Where was the picture taken?,At Disney World.,A ina aka ɗauki hoton?,A duniyar disni.,149,2367474
4849,Who would wear the helmet?,The motorcycle driver.,Wa zai saka hular kwanon?,Me tuƙin mashin.,1852,2403604
4850,When was the picture taken?,Daytime.,A yaushe aka ɗauki hoton?,Da rana.,860,2376409
4851,What live indium the bowl?,Chopped tomatoes.,Abin da ke zaune a cikin kwano?,Yankakkun tumatir.,2626,2400596
4852,What is the man standing on?,Sand.,Akan me mutumin ke tsaye?,Ƙasa.,2752,2403065
4853,How is the weather?,It is clear.,Yaya yanayi yake?,Komai ya bayyana.,1517,2409139
4854,Where is the clock?,On the tower.,Ina agogon?,A kan hasumiyar.,280,2367213
4855,Where was the photo taken?,In a bathroom.,Ina aka dauki hoton?,A banɗaki.,63,2389903
4856,Who is wearing a t shirt?,A man.,Wake sanye da riga?,Mutumin.,1923,2398882
4857,Who is lay on the bed?,No one.,Wanene ke kwance a kan gado?,Ba kowa.,607,2362870
4858,Where are the vehicles parked?,On the side of the field.,Ina motocin suka yi kiliya?,A gefen filin.,193,2374728
4859,What color is the sink?,Silver.,Wanne launi ne abun wanke hannu ɗin?,Ruwan azurfa.,2059,2326709
4860,Who is washing the lamb?,A woman.,Waye yake wanke ɗan tunkiyan?,Mata.,1809,2333753
4861,What is the woman holding?,Cell phone.,Me matar take riƙe dashi?,Wayar salula.,2551,2319759
4862,Where is this picture taken?,In a restaurant.,A ina ne aka ɗauki wannan hoton?,A cikin gidan abinci.,113,2343754
4863,What has grown from the ground?,Grass and trees.,Menene ya tsiro daga ƙasa?,Ciyawa da bishiyoyi.,817,2321878
4864,Why is there a pole?,To support the umbrella.,Meyasa akwai pol?,Don tallafar lemar.,970,2318639
4865,Why he standing?,To eat.,Meyasa shi tsaye?,Don cin abinci.,950,2332160
4866,Where is the hat?,On the man's head.,Ina hular?,Akan kan mutumin.,505,2349038
4867,How is the weather?,Sunny and warm.,Yaya yanayin?,Rana da ɗumi.,2008,2418068
4868,Where was this picture likely taken?,Africa.,A ina zai iya kasance wa an ɗauki hoton nan?,Afirka.,455,2382868
4869,How many players are there?,One.,'Yan wasa nawa ne?,Ɗaya.,2716,2418355
4870,What color is the skateboard?,Black.,Wana launine abin zamiyar kankarar?,Baƙi.,729,2370739
4871,When was the photo taken?,Daytime.,Yaushe ne aka dauki hoto?,Da rana.,860,2399639
4872,Where's the hut?,Left.,Ina bukkar?,Hagu.,1215,2374895
4873,What is virtually the umbrella?,Trees.,Menene kusan laima?,Bishiyu.,758,2419228
4874,What color is the ball?,White.,Mene launin kwallon?,Fari.,1039,2328845
4875,What is growing around the fencing?,Trees.,Menene yake girma a zagaye da shingen?,Bishiyoyi.,756,2394543
4876,What is the statue of?,Two men.,Menene mutum-mutumi?,Maza biyu.,1833,2404303
4877,How man men are in the picture?,Two.,Maza nawa na a hoton?,Biyu.,761,2387827
4878,What is the man holding?,Tennis racket.,Me mutumin ke riƙe dashi?,Abun wasan tanis.,445,2388311
4879,Where is there water?,Toilet bowl.,A ina ne akwai ruwa?,Kwanon bahaya.,1627,2359902
4880,What is red and crisp?,Apples.,Menene ja kuma crisp?,Tufa.,2471,2388603
4881,What is flying?,Kite.,Menene tashi?,Jirgin leda.,1369,2365296
4882,What are the people doing?,Walking.,Me mutanen sukeyi?,Tafiya.,2328,2372875
4883,What is on television?,The news.,Mene a ka saka talabijin?,Labarai.,1637,2384900
4884,What are the boats floating on?,Water.,Akan me jiragen ruwan suke iyo?,Ruwa.,2057,2368125
4885,How many people are shown?,One.,Nawane adadin mutanen da aka nuna?,Ɗaya.,2716,2332982
4886,How is the animal restrain the carrot?,With its tongue.,Yaya dabba ta hana karas?,Da harshenta.,850,2418283
4887,What type of animal is In the picture?,Cat.,Wani irin dabba yake a wannan hoton?,Mage.,1739,2335754
4888,What toilet be catch behind the wall?,Black wrought iron fence.,Wani gida a bayan bango?,Lankwashenshen Baƙar katangar ƙarfe.,1649,2411229
4889,When was the photo taken?,Daytime.,Da yaushe aka ɗauki hoton?,Da rana.,860,2389445
4890,What cost the human_race doing?,Standing next to a bike.,Menene kudin ɗan adam ke yi?,Tsayuwa kusa da keken?.,2453,2389629
4891,What is orange?,Hydrant.,Menene mai launin ruwan lemo?,Abun kashe wuta.,439,2328607
4892,What is in the hole?,Rebar.,Menene a cikin rami?,Rebar.,2031,2361751
